Record_ID,Financial_Year,Date_of_Fund_Release,State,District,Department,Scheme_Name,Scheme_Code,Fund_Source,Implementing_Agency,Sanctioned_Amount_Lakhs,Fund_Released_Lakhs,Fund_Utilized_Lakhs,Utilization_Percent,Physical_Target_Units,Physical_Achievement_Units,Beneficiaries_Target,Beneficiaries_Covered,Status,Audit_Remarks,Nodal_Officer_Contact
GFU00773,2023-24,2024-04-26,Karnataka,Bengaluru,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),Gram Panchayat,208.28,188.17,166.89,88.69,86,,1142,1143.0,Completed,No remarks recorded,Anjali Chatterjee - Assistant Engineer - anjali.chatterjee@nic.in
GFU00536,2023-24,2024-10-18,Kerala,Thiruvananthapuram,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),Gram Panchayat,43.68,37.38,33.76,90.32,280,280.0,1195,1193.0,Completed,Awaiting third-party audit clearance,Anjali Mishra - District Programme Coordinator - anjali.mishra@nic.in
GFU00586,2024-25,2022-04-13,Uttar Pradesh,Varanasi,Ministry of Education,Samagra Shiksha Abhiyan,SS,Centrally Sponsored (60:40),Gram Panchayat,264.47,164.6,,,214,213.0,234,224.0,Completed,No remarks recorded,Sanjay Singh - District Collector Office - sanjay.singh@nic.in
GFU00452,2023-24,2023-04-16,Kerala,Kozhikode,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,604.36,449.78,425.07,94.51,329,327.0,3299,3193.0,Completed,Delay due to - contractor mobilisation issue,Sunita Yadav - Block Development Officer - sunita.yadav@nic.in
GFU00982,2024-25,2021-09-22,Karnataka,mangaluru,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,District Panchayat / Zilla Parishad,622.27,566.44,427.15,75.41,92,25.0,1879,469.0,Delayed,No remarks recorded,Ashok Nair - Scheme Nodal Officer - ashok.nair@nic.in
GFU00405,2023-24,2023-10-25,Tamil Nadu,Coimbatore,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),Gram Panchayat,35.35,30.03,28.26,94.11,107,6.0,4170,222.0,Ongoing,Utilization certificate submitted and verified,Kavita Das - Assistant Engineer - kavita.das@nic.in
GFU00491,2024-25,2021-08-27,Karnataka,Belagavi,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),Urban Local Body (ULB),292.75,203.15,74.45,36.65,284,100.0,4683,,Ongoing,Material procurement in progress,Rakesh Kumar - Block Development Officer - rakesh.kumar@nic.in
GFU00799,2021-22,2025-03-11,Karnataka,Mysuru,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,88.81,85.28,81.98,96.13,149,147.0,3559,3193.0,Completed,Work completed as per schedule,Anjali Das - Scheme Nodal Officer - anjali.das@nic.in
GFU00747,2022-23,2022-08-14,West Bengal,Asansol ,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),Gram Panchayat,133.32,117.38,116.3,99.08,117,12.0,611,64.0,Delayed,Awaiting third-party audit clearance,Deepa Mishra - District Programme Coordinator - deepa.mishra@nic.in
GFU00365,2022-23,2023-07-12,Tamil Nadu, Salem,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,Gram Panchayat,40.06,27.05,15.89,58.74,128,,2451,863.0,Delayed,Material procurement in progress,Ashok Naik - Block Development Officer - ashok.naik@nic.in
GFU00460,2024-25,2025-01-21,Madhya Pradesh,Ujjain,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,State Nodal Agency,633.53,324.69,,,261,101.0,378,135.0,Delayed,,Sanjay Verma - Scheme Nodal Officer - sanjay.verma@nic.in
GFU00105,2024-25,2023-04-26,Uttar Pradesh,meerut,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),State Nodal Agency,435.23,384.93,383.58,99.65,65,23.0,4265,1428.0,Delayed,Delay due to - land acquisition dispute,Ramesh Singh - Block Development Officer - ramesh.singh@nic.in
GFU00269,2024-25,2023-11-09,Bihar,Darbhanga,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),State Nodal Agency,687.19,370.29,192.38,51.95,422,120.0,1052,305.0,Delayed,  Work completed as per schedule  ,Pooja Chatterjee - Block Development Officer - pooja.chatterjee@nic.in
GFU00853,2021-22,2025-02-20,Bihar,Muzaffarpur,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),Gram Panchayat,224.96,202.22,183.63,90.81,408,406.0,1803,1779.0,Completed,Material procurement in progress,Vinod Mishra - Block Development Officer - vinod.mishra@nic.in
GFU00672,2022-23,2023-12-02,Gujarat,Vadodara,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),Urban Local Body (ULB),415.05,372.0,370.98,99.73,424,424.0,3798,3816.0,Completed,Work completed as per schedule,Sanjay Iyer - Assistant Engineer - sanjay.iyer@nic.in
GFU00242,2021-22,2022-12-12,Kerala,kochi,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),Urban Local Body (ULB),152.62,117.92,38.56,32.7,179,33.0,1098,202.0,Ongoing,Work completed as per schedule,Ramesh Mishra - Block Development Officer - ramesh.mishra@nic.in
GFU00431,2023-24,2024-09-12,Tamil Nadu,chennai,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),State Nodal Agency,313.35,160.8,78.72,48.96,101,40.0,102,39.0,Ongoing,Work completed as per schedule,Vinod Yadav - District Collector Office - vinod.yadav@nic.in
GFU00871,2024-25,2025-03-19,Maharashtra,Kolhapur,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),NGO / Partner Organisation,424.72,351.05,334.51,95.29,176,174.0,1706,1725.0,Completed,Material procurement in progress,Ashok Naik - Scheme Nodal Officer - ashok.naik@nic.in
GFU00204,2022-23,2022-05-20,Gujarat, Rajkot,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),NGO / Partner Organisation,138.71,76.5,26.49,34.63,71,61.0,4940,4322.0,Delayed,  Delay due to - contractor mobilisation issue  ,Anjali Yadav - Scheme Nodal Officer - anjali.yadav@nic.in
GFU00931,2021-22,2023-05-05,Maharashtra,Nashik,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,PMFBY,Central Sector,State Nodal Agency,554.36,541.62,0.0,0.0,148,0.0,4616,0.0,Not Started,No remarks recorded,Kavita Patel - Scheme Nodal Officer - kavita.patel@nic.in
GFU00097,2023-24,2022-05-12,Bihar,bhagalpur,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,93.6,85.22,83.01,97.41,396,396.0,4135,3950.0,Completed,Delay due to - land acquisition dispute,Kavita Kumar - District Collector Office - kavita.kumar@nic.in
GFU00468,2023-24,2021-07-07,Uttar Pradesh,Varanasi,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),Urban Local Body (ULB),133.3,118.67,0.0,0.0,78,0.0,2107,0.0,Not Started,Fund utilization certificate pending,Ramesh Mishra - Block Development Officer - ramesh.mishra@nic.in
GFU00684,2021-22,2024-12-15,Maharashtra,Nagpur,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),Urban Local Body (ULB),397.61,273.76,255.77,93.43,238,152.0,723,446.0,Delayed,Beneficiary list under revision,Pooja Patel - District Programme Coordinator - pooja.patel@nic.in
GFU00493,2023-24,2023-02-02,West Bengal,howrah,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),Gram Panchayat,95.14,53.8,33.67,62.58,420,166.0,4314,1739.0,Ongoing,Beneficiary list under revision,Ramesh Chatterjee - Scheme Nodal Officer - ramesh.chatterjee@nic.in
GFU00167,2023-24,2021-10-22,Maharashtra,Kolhapur,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),Urban Local Body (ULB),239.28,138.21,124.53,90.1,249,249.0,3501,3358.0,Completed,Beneficiary list under revision,Deepa Nair - Block Development Officer - deepa.nair@nic.in
GFU00939,2021-22,2022-02-06,Kerala,Kochi,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),NGO / Partner Organisation,667.91,570.48,510.6,89.5,288,287.0,3555,3572.0,Completed,,Anjali Rao - Assistant Engineer - anjali.rao@nic.in
GFU00822,2022-23,2024-04-29,Kerala,Thrissur,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),Urban Local Body (ULB),326.21,173.43,168.3,97.04,125,125.0,3658,3659.0,Completed,Delay due to - contractor mobilisation issue,Rakesh Singh - Scheme Nodal Officer - rakesh.singh@nic.in
GFU00316,2023-24,2025-02-15,Rajasthan,Jodhpur,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,Urban Local Body (ULB),573.52,298.44,269.35,90.25,200,183.0,2716,2488.0,Ongoing,No remarks recorded,Ganesh Naik - Assistant Engineer - ganesh.naik@nic.in
GFU00362,2021-22,2022-08-12,Rajasthan,Udaipur,Ministry of Education,Samagra Shiksha Abhiyan,SS,Centrally Sponsored (60:40),Urban Local Body (ULB),132.02,101.1,99.23,98.15,451,449.0,2139,2076.0,Completed,  Work completed as per schedule  ,Ramesh Das - Scheme Nodal Officer - ramesh.das@nic.in
GFU00139,2024-25,2021-06-11,Gujarat,ahmedabad,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),Gram Panchayat,221.81,200.38,0.0,0.0,180,0.0,2893,0.0,Not Started,  Material procurement in progress  ,Pooja Yadav - Block Development Officer - pooja.yadav@nic.in
GFU00277,2024-25,2022-06-07,Madhya Pradesh,Ujjain,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,715.27,378.58,374.16,98.83,109,108.0,4125,,Completed,Material procurement in progress,Manoj Das - Assistant Engineer - manoj.das@nic.in
GFU00385,2023-24,2022-09-10,Kerala,kozhikode,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),Gram Panchayat,392.61,281.35,,,454,71.0,844,126.0,Ongoing,,Ramesh Verma - Scheme Nodal Officer - ramesh.verma@nic.in
GFU00569,2024-25,2022-12-28,Bihar, Gaya,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),Urban Local Body (ULB),361.43,339.76,296.52,87.27,241,239.0,2454,2409.0,Completed,,Vinod Chatterjee - District Collector Office - vinod.chatterjee@nic.in
GFU00793,2022-23,2022-07-19,Bihar,Bhagalpur,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,720.22,448.61,161.64,36.03,484,37.0,3352,236.0,Ongoing,Delay due to - land acquisition dispute,Ramesh Naik - Assistant Engineer - ramesh.naik@nic.in
GFU00089,2024-25,2021-06-26,Rajasthan,Kota,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),NGO / Partner Organisation,680.01,569.06,441.07,77.51,214,204.0,1215,1150.0,Ongoing,  Delay due to - contractor mobilisation issue  ,Manoj Rao - Block Development Officer - manoj.rao@nic.in
GFU00795,2022-23,2025-03-20,Maharashtra,Nagpur,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),Gram Panchayat,674.66,364.95,0.0,0.0,354,0.0,3172,0.0,Not Started,Fund utilization certificate pending,Ganesh Rao - Scheme Nodal Officer - ganesh.rao@nic.in
GFU00281,2021-22,2025-02-23,Karnataka,mysuru,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,654.73,466.55,234.26,50.21,434,279.0,623,411.0,Delayed,No remarks recorded,Ramesh Singh - District Collector Office - ramesh.singh@nic.in
GFU00461,2023-24,2021-10-28,Madhya Pradesh,Gwalior,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),Gram Panchayat,610.21,567.68,525.36,92.55,384,382.0,2681,2681.0,Completed,No remarks recorded,Pooja Nair - District Collector Office - pooja.nair@nic.in
GFU00618,2022-23,2021-11-12,Rajasthan,Ajmer,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,401.05,239.15,231.97,97.0,256,255.0,288,263.0,Completed,No remarks recorded,Rakesh Verma - District Collector Office - rakesh.verma@nic.in
GFU00868,2023-24,2024-12-16,Bihar,Bhagalpur,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,126.46,123.8,122.72,99.13,211,209.0,4873,,Completed,Fund utilization certificate pending,Vinod Mishra - District Collector Office - vinod.mishra@nic.in
GFU00600,2024-25,2023-08-12,Madhya Pradesh,Ujjain,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),Gram Panchayat,120.71,66.53,32.4,48.7,452,290.0,469,311.0,Delayed,Awaiting third-party audit clearance,Sunita Yadav - District Collector Office - sunita.yadav@nic.in
GFU00203,2024-25,2024-01-07,Tamil Nadu,Madurai,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),NGO / Partner Organisation,755.99,534.69,398.26,74.48,145,20.0,3980,563.0,Ongoing,  Work completed as per schedule  ,Manoj Reddy - Assistant Engineer - manoj.reddy@nic.in
GFU00403,2022-23,2023-07-24,West Bengal,Howrah,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),Gram Panchayat,427.82,302.61,275.92,91.18,363,361.0,4327,4336.0,Completed,  Delay due to - contractor mobilisation issue  ,Rakesh Das - Scheme Nodal Officer - rakesh.das@nic.in
GFU00341,2024-25,2021-04-25,Rajasthan,Jaipur ,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),Urban Local Body (ULB),791.21,570.71,554.21,97.11,321,304.0,3038,2914.0,Delayed,Work completed as per schedule,Kavita Patel - Assistant Engineer - kavita.patel@nic.in
GFU00366,2021-22,2021-10-12,Karnataka,Belagavi,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,Gram Panchayat,448.15,334.32,328.45,98.24,106,104.0,2224,2117.0,Completed,Material procurement in progress,Sunita Patel - District Collector Office - sunita.patel@nic.in
GFU00024,2024-25,2024-03-22,Uttar Pradesh,Kanpur,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,District Panchayat / Zilla Parishad,491.97,332.74,0.0,0.0,442,0.0,2130,0.0,Not Started,  Material procurement in progress  ,Manoj Naik - Scheme Nodal Officer - manoj.naik@nic.in
GFU00346,2022-23,2023-12-14,Maharashtra,Pune,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),Gram Panchayat,592.71,501.02,310.45,61.96,337,210.0,1372,811.0,Ongoing,Utilization certificate submitted and verified,Arvind Das - Scheme Nodal Officer - arvind.das@nic.in
GFU00934,2021-22,2024-12-30,West Bengal,Durgapur,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),Gram Panchayat,218.92,177.01,57.35,32.4,374,192.0,1091,521.0,Delayed,Beneficiary list under revision,Kavita Sharma - Block Development Officer - kavita.sharma@nic.in
GFU00335,2023-24,2024-02-13,Tamil Nadu,tiruchirappalli,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),Urban Local Body (ULB),296.83,166.07,165.0,99.36,22,22.0,2797,2548.0,Completed,No remarks recorded,Anjali Sharma - District Programme Coordinator - anjali.sharma@nic.in
GFU00311,2024-25,2022-07-05,West Bengal,Siliguri,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),NGO / Partner Organisation,557.53,358.76,,,105,24.0,2216,483.0,Ongoing,  Awaiting third-party audit clearance  ,Ramesh Verma - Block Development Officer - ramesh.verma@nic.in
GFU00900,2022-23,2021-10-31,Uttar Pradesh,Lucknow,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),Urban Local Body (ULB),247.03,124.08,117.08,94.36,165,163.0,2820,2654.0,Completed,No remarks recorded,Meera Nair - Block Development Officer - meera.nair@nic.in
GFU00354,2021-22,2024-08-21,Gujarat,Surat,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,21.72,19.48,19.41,99.64,72,,3724,618.0,Ongoing,Fund utilization certificate pending,Ramesh Chatterjee - Assistant Engineer - ramesh.chatterjee@nic.in
GFU00954,2021-22,2023-08-07,West Bengal,Durgapur,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),NGO / Partner Organisation,606.58,462.86,408.36,88.23,168,61.0,336,119.0,Ongoing,Awaiting third-party audit clearance,Arvind Sharma - Scheme Nodal Officer - arvind.sharma@nic.in
GFU00241,2024-25,2023-08-26,Maharashtra,Kolhapur,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),Urban Local Body (ULB),409.5,355.71,336.72,94.66,60,0.0,3157,0.0,Delayed,Material procurement in progress,Vinod Das - District Collector Office - vinod.das@nic.in
GFU00319,2021-22,2022-01-26,Karnataka,Belagavi ,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),Urban Local Body (ULB),57.58,50.46,49.53,98.16,175,174.0,2157,2056.0,Completed,,Arvind Reddy - District Collector Office - arvind.reddy@nic.in
GFU00736,2024-25,2023-05-09,Madhya Pradesh,Gwalior,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,PMFBY,Central Sector,District Panchayat / Zilla Parishad,322.54,162.6,146.61,90.17,286,285.0,3610,3598.0,Completed,Awaiting third-party audit clearance,Manoj Sharma - Block Development Officer - manoj.sharma@nic.in
GFU00263,2022-23,2021-04-01,Gujarat,Surat,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,District Panchayat / Zilla Parishad,671.01,384.8,255.53,66.41,485,467.0,1287,1185.0,Ongoing,No remarks recorded,Sunita Verma - District Collector Office - sunita.verma@nic.in
GFU00099,2024-25,2022-09-12,Gujarat,Surat,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,290.75,235.98,142.02,60.18,356,213.0,169,92.0,Delayed,Work completed as per schedule,Deepa Patel - Assistant Engineer - deepa.patel@nic.in
GFU00741,2021-22,2023-10-01,Bihar,Patna,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),Gram Panchayat,256.16,232.48,113.48,48.81,498,378.0,3711,2875.0,Ongoing,Beneficiary list under revision,Vinod Patel - Block Development Officer - vinod.patel@nic.in
GFU00924,2024-25,2024-01-24,Bihar,muzaffarpur,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),Urban Local Body (ULB),564.12,312.39,182.06,58.28,274,108.0,758,286.0,Delayed,No remarks recorded,Anjali Reddy - District Programme Coordinator - anjali.reddy@nic.in
GFU00866,2021-22,2023-10-07,Maharashtra,Nagpur,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),Gram Panchayat,122.07,101.8,44.15,43.37,394,294.0,4976,3371.0,Delayed,No remarks recorded,Lakshmi Sharma - Scheme Nodal Officer - lakshmi.sharma@nic.in
GFU00090,2023-24,2024-03-17,Uttar Pradesh,Varanasi,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,302.71,212.07,0.0,0.0,214,0.0,322,0.0,Not Started,  Beneficiary list under revision  ,Sanjay Nair - Block Development Officer - sanjay.nair@nic.in
GFU00516,2022-23,2021-10-24,Tamil Nadu,tiruchirappalli,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),Gram Panchayat,649.81,543.69,470.57,86.55,47,31.0,706,428.0,Ongoing,Awaiting third-party audit clearance,Meera Nair - Block Development Officer - meera.nair@nic.in
GFU00332,2022-23,2021-09-15,West Bengal,Siliguri,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),Gram Panchayat,786.25,444.59,407.09,91.57,121,86.0,4110,2690.0,Ongoing,Fund utilization certificate pending,Kavita Rao - District Programme Coordinator - kavita.rao@nic.in
GFU00679,2021-22,2023-08-04,Rajasthan,Jaipur,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),Urban Local Body (ULB),721.74,654.85,0.0,0.0,37,0.0,1974,0.0,Not Started,Utilization certificate submitted and verified,Rakesh Chatterjee - Scheme Nodal Officer - rakesh.chatterjee@nic.in
GFU00434,2022-23,2021-04-15,Rajasthan,Kota,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,196.28,143.77,80.39,55.92,155,128.0,1611,1337.0,Ongoing,Awaiting third-party audit clearance,Ramesh Rao - District Collector Office - ramesh.rao@nic.in
GFU00914,2022-23,2021-11-12,West Bengal,Siliguri ,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),NGO / Partner Organisation,687.3,661.55,627.67,94.88,348,346.0,1990,1998.0,Completed,Utilization certificate submitted and verified,Sunita Reddy - Assistant Engineer - sunita.reddy@nic.in
GFU00724,2023-24,2024-07-28,Uttar Pradesh,Kanpur,Ministry of Education,Samagra Shiksha Abhiyan,SS,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,392.1,199.18,162.73,81.7,59,47.0,721,548.0,Delayed,Delay due to - land acquisition dispute,Deepa Patel - District Programme Coordinator - deepa.patel@nic.in
GFU00487,2022-23,2024-10-08,Madhya Pradesh,Ujjain,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,PMFBY,Central Sector,Gram Panchayat,46.45,25.03,9.91,39.59,39,4.0,3992,393.0,Delayed,  Awaiting third-party audit clearance  ,Deepa Yadav - Scheme Nodal Officer - deepa.yadav@nic.in
GFU00637,2022-23,2023-05-28,Madhya Pradesh,Jabalpur,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,669.54,507.87,465.23,91.6,494,127.0,3641,963.0,Ongoing,No remarks recorded,Meera Chatterjee - District Programme Coordinator - meera.chatterjee@nic.in
GFU00833,2023-24,2023-12-24,Maharashtra,Aurangabad,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),Gram Panchayat,45.01,35.72,31.94,89.42,143,143.0,4250,4144.0,Completed,Awaiting third-party audit clearance,Ramesh Mishra - Block Development Officer - ramesh.mishra@nic.in
GFU00749,2021-22,2021-06-23,Tamil Nadu,Chennai,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),Gram Panchayat,78.06,73.96,66.2,89.51,287,287.0,4053,3859.0,Completed,Work completed as per schedule,Manoj Mishra - District Collector Office - manoj.mishra@nic.in
GFU00261,2022-23,2024-06-16,Madhya Pradesh,Jabalpur,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),Gram Panchayat,88.9,83.1,49.68,59.78,337,53.0,301,44.0,Ongoing,Delay due to - land acquisition dispute,Ramesh Yadav - Scheme Nodal Officer - ramesh.yadav@nic.in
GFU00306,2022-23,2024-02-06,Karnataka,Mangaluru,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,799.87,597.84,490.22,82.0,27,10.0,3004,1078.0,Delayed,Delay due to - heavy monsoon rainfall,Lakshmi Das - Assistant Engineer - lakshmi.das@nic.in
GFU00926,2021-22,2025-02-27,Tamil Nadu, Chennai,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),Gram Panchayat,636.74,561.87,559.66,99.61,8,7.0,728,626.0,Completed,Delay due to - contractor mobilisation issue,Ganesh Sharma - Block Development Officer - ganesh.sharma@nic.in
GFU00197,2022-23,2023-10-20,Maharashtra,Aurangabad ,Ministry of Education,Samagra Shiksha Abhiyan,SS,Centrally Sponsored (60:40),Gram Panchayat,338.29,314.09,274.39,87.36,49,28.0,257,137.0,Delayed,Fund utilization certificate pending,Arvind Nair - District Programme Coordinator - arvind.nair@nic.in
GFU00141,2023-24,2022-07-29,West Bengal,Kolkata,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),State Nodal Agency,724.43,673.82,,,384,323.0,3984,3295.0,Ongoing,Delay due to - land acquisition dispute,Vinod Naik - District Collector Office - vinod.naik@nic.in
GFU00595,2024-25,2022-04-26,Tamil Nadu,Chennai,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),Gram Panchayat,286.16,175.79,0.0,0.0,115,0.0,2248,0.0,Not Started,Delay due to - land acquisition dispute,Anjali Kumar - Block Development Officer - anjali.kumar@nic.in
GFU00123,2024-25,2024-10-26,Uttar Pradesh,agra,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,Gram Panchayat,109.11,59.0,58.35,98.9,442,440.0,3551,3500.0,Completed,Utilization certificate submitted and verified,Ramesh Kumar - Block Development Officer - ramesh.kumar@nic.in
GFU00495,2021-22,2024-01-10,Gujarat,Surat,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,710.1,470.89,152.32,32.35,117,100.0,582,453.0,Delayed,Beneficiary list under revision,Sunita Naik - Scheme Nodal Officer - sunita.naik@nic.in
GFU00111,2023-24,2025-03-21,Tamil Nadu,Madurai,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,348.05,227.45,158.03,69.48,148,23.0,486,77.0,Ongoing,,Kavita Chatterjee - District Collector Office - kavita.chatterjee@nic.in
